product_code,asset_url,asset_type_normalized,file_format_normalized,product_url,product_exists,asset_id
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9mpln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001877
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9mpln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001876
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9mfrt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001875
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9mfrt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001874
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9msde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001879
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762t_9msde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001878
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762T-9M.dxf,cad drawing,DXF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001871
72762T-9M-CP,https://techcomm.kohler.com/techcomm/cad/72762T-9M.dwg,cad drawing,DWG,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_001870
72762T-9M-CP,https://techcomm.kohler.com/techcomm/pdf/1469510871_1271109-X4-A_ARTIFACTS_72762T-9M.pdf,spec sheet,PDF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_002828
72762T-9M-CP,https://techcomm.kohler.com/techcomm/pdf/1271109-2A-C.pdf,installation,PDF,https://www.kohler.co.in/p/artifacts-single-handle-bathroom-sink-faucet-72762t-9m?skuId=72762T-9M-CP,True,asset_002784
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958T-4A.obj,3d model,OBJ,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002137
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958T-4A.skp,3d model,SKP,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002138
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958T-4A.3ds,3d model,3DS,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002134
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-COMPONENTS-K-77958T.zip,3d model,RFA,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002521
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-COMPONENTS-K-77958T.rfa,3d model,RFA,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002520
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4apln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002142
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4apln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002141
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4afrt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002140
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4afrt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002139
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4asde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002144
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958t_4asde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002143
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958T-4A.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002136
77958T-4A-CP,https://techcomm.kohler.com/techcomm/cad/77958T-4A.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002135
77958T-4A-CP,https://techcomm.kohler.com/techcomm/pdf/K-77958T-4A_spec_TH_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_003134
77958T-4A-CP,https://techcomm.kohler.com/techcomm/pdf/K-77958T-4A_spec_IN_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_003133
77958T-4A-CP,https://techcomm.kohler.com/techcomm/pdf/77958T-4A_install_CN_Kohler_en.pdf,installation,PDF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-tube-spout-and-pin-handle-5-7-lpm-77958t-4a?skuId=77958T-4A-CP,True,asset_002913
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158T-4.obj,3d model,OBJ,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002013
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158T-4.skp,3d model,SKP,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002014
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158T-4.3ds,3d model,3DS,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002010
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-COMPOSED-K-73158T.zip,3d model,RFA,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002523
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4pln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002018
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4pln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002017
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4frt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002016
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4frt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002015
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4sde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002020
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158t_4sde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002019
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158T-4.dxf,cad drawing,DXF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002012
73158T-4-RGD,https://techcomm.kohler.com/techcomm/cad/73158T-4.dwg,cad drawing,DWG,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_002011
73158T-4-RGD,https://techcomm.kohler.com/techcomm/pdf/K-73158T-4_spec_GPS_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_003122
73158T-4-RGD,https://techcomm.kohler.com/techcomm/pdf/K-73158T-4_spec_IN_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_003123
73158T-4-RGD,https://techcomm.kohler.com/techcomm/pdf/K-73158T.pdf,installation,PDF,https://www.kohler.co.in/p/composed-single-handle-bathroom-sink-faucet-with-joystick-handle-73158t-4?skuId=73158T-4-RGD,True,asset_003124
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347-4.obj,3d model,OBJ,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002300
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347-4.skp,3d model,SKP,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002301
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347-4.3ds,3d model,3DS,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002297
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-Avid-K-97347.rfa,3d model,RFA,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002518
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4pln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002315
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4pln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002314
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4frt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002313
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4frt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002312
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4sde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002317
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347_4sde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002316
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347-4.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002299
97347-4-BL,https://techcomm.kohler.com/techcomm/cad/97347-4.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002298
97347-4-BL,https://techcomm.kohler.com/techcomm/pdf/K-97347-4_spec_US-CA_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_003150
97347-4-BL,https://techcomm.kohler.com/techcomm/pdf/K-97347-4_spec_IN_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_003148
97347-4-BL,https://techcomm.kohler.com/techcomm/pdf/K-97347-4_spec_US-CA_Kohler_fr-ca.pdf,spec sheet,PDF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_003151
97347-4-BL,https://techcomm.kohler.com/techcomm/pdf/K-97347-4_spec_LM_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_003149
97347-4-BL,https://techcomm.kohler.com/techcomm/pdf/1318988-2.pdf,installation,PDF,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347-4?skuId=97347-4-BL,True,asset_002787
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514IN-ND.obj,3d model,OBJ,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001145
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514IN-ND.skp,3d model,SKP,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001146
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514IN-ND.3ds,3d model,3DS,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001142
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/Faucet_Touchless-Lavatory-KOHLER-Aleo-K-28514IN.rfa,3d model,RFA,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_002591
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndpln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001150
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndpln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001149
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndfrt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001148
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndfrt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001147
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndsde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001152
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514in_ndsde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001151
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514IN-ND.dxf,cad drawing,DXF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001144
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/cad/28514IN-ND.dwg,cad drawing,DWG,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_001143
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/pdf/K-28514IN-ND_spec_IN_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_003048
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/pdf/1612012-IN5.pdf,homeowners guide,PDF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_002869
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/pdf/1612012-IN2.pdf,installation,PDF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_002868
28514IN-ND-CP,https://techcomm.kohler.com/techcomm/pdf/1619464-IN8.pdf,parts,PDF,https://www.kohler.co.in/p/evoke-touchless-tall-single-handle-bathroom-sink-faucet-6-0-lpm-28514in-nd?skuId=28514IN-ND-CP,True,asset_002871
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/EX28093IN-8.obj,3d model,OBJ,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002502
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/EX28093IN-8.skp,3d model,SKP,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002503
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/EX28093IN-8.3ds,3d model,3DS,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002499
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-Components-K-EX28093IN.rfa,3d model,RFA,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002524
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8pln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002745
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8pln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002744
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8frt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002743
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8frt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002742
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8sde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002747
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/ex28093in_8sde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002746
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/EX28093IN-8.dxf,cad drawing,DXF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002501
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/cad/EX28093IN-8.dwg,cad drawing,DWG,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002500
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/pdf/K-EX28093IN-8_spec_IN_Kohler_en.pdf,spec sheet,PDF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_003166
EX28093IN-8-AF,https://techcomm.kohler.com/techcomm/pdf/1557546-IN2.pdf,installation,PDF,https://www.kohler.co.in/p/components-single-handle-bathroom-sink-faucet-with-row-spout-and-oyl-handle-8-3-lpm-ex28093in-8?skuId=EX28093IN-8-AF,True,asset_002853
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347IN-4.obj,3d model,OBJ,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002305
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347IN-4.skp,3d model,SKP,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002306
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347IN-4.3ds,3d model,3DS,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002302
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-Avid-K-97347IN.rfa,3d model,RFA,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002519
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4pln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002321
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4pln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002320
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4frt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002319
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4frt.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002318
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4sde.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002323
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347in_4sde.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002322
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347IN-4.dxf,cad drawing,DXF,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002304
97347IN-4-CP,https://techcomm.kohler.com/techcomm/cad/97347IN-4.dwg,cad drawing,DWG,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP,True,asset_002303
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070IN-4.obj,3d model,OBJ,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000351
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070IN-4.skp,3d model,SKP,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000352
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070IN-4.3ds,3d model,3DS,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000348
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/Faucet-Lavatory-KOHLER-ALEO-K-20070IN.rfa,3d model,RFA,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_002513
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070in_4pln.dxf,cad drawing,DXF,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000356
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070in_4pln.dwg,cad drawing,DWG,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000355
20070IN-4-CP,https://techcomm.kohler.com/techcomm/cad/20070in_4frt.dxf,cad drawing,DXF,https://www.kohler.co.in/p/aleo-tall-pillar-tap-20070in-4?skuId=20070IN-4-CP,True,asset_000354
