product_code,asset_type,file_format,asset_url,product_url
704796IN-2BL,3D Model,OBJ,https://techcomm.kohler.com/techcomm/cad/704796IN.obj,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,3D Model,SKP,https://techcomm.kohler.com/techcomm/cad/704796IN.skp,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,3D Model,3DS,https://techcomm.kohler.com/techcomm/cad/704796IN.3ds,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,3D Model,RFA,https://techcomm.kohler.com/techcomm/cad/Shower-Shower_Door-KOHLER-TRILOGY-K-704796IN.rfa,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DXF,https://techcomm.kohler.com/techcomm/cad/704796inpln.dxf,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DWG,https://techcomm.kohler.com/techcomm/cad/704796inpln.dwg,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DXF,https://techcomm.kohler.com/techcomm/cad/704796infrt.dxf,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DWG,https://techcomm.kohler.com/techcomm/cad/704796infrt.dwg,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DXF,https://techcomm.kohler.com/techcomm/cad/704796insde.dxf,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DWG,https://techcomm.kohler.com/techcomm/cad/704796insde.dwg,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DXF,https://techcomm.kohler.com/techcomm/cad/704796IN.dxf,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,CAD Drawing,DWG,https://techcomm.kohler.com/techcomm/cad/704796IN.dwg,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
704796IN-2BL,Spec Sheet,PDF,https://techcomm.kohler.com/techcomm/pdf/K-704796IN_spec_IN_Kohler_en.pdf,https://www.kohler.co.in/p/new-trilogy-2061-mm-h-pivot-shower-door-with-8-mm-or-10-mm-thick-glass-704796in?skuId=704796IN-2BL
708067IN-CP,3D Model,OBJ,https://techcomm.kohler.com/techcomm/cad/708067IN.obj,https://www.kohler.co.in/p/singulier-2000-mm-2100-mm-h-pivot-shower-door-with-8-mm-thick-glass-708067in?skuId=708067IN-CP
708067IN-CP,3D Model,SKP,https://techcomm.kohler.com/techcomm/cad/708067IN.skp,https://www.kohler.co.in/p/singulier-2000-mm-2100-mm-h-pivot-shower-door-with-8-mm-thick-glass-708067in?skuId=708067IN-CP
708067IN-CP,3D Model,3DS,https://techcomm.kohler.com/techcomm/cad/708067IN.3ds,https://www.kohler.co.in/p/singulier-2000-mm-2100-mm-h-pivot-shower-door-with-8-mm-thick-glass-708067in?skuId=708067IN-CP
708067IN-CP,3D Model,RFA,https://techcomm.kohler.com/techcomm/cad/Shower-Shower_Door-KOHLER-Singulier-K-708067IN.rfa,https://www.kohler.co.in/p/singulier-2000-mm-2100-mm-h-pivot-shower-door-with-8-mm-thick-glass-708067in?skuId=708067IN-CP
