parent_product_code,sku,finish,finish_code,color,current_price,list_price,product_url
28783IN-0,28783IN-7,Black Black,7,Black Black,,,https://www.kohler.co.in/p/vive-547-mm-oval-vessel-bathroom-sink-no-overflow-28783in?skuId=28783IN-0
28783IN-0,28783IN-K4,Indigo,,Indigo,,,https://www.kohler.co.in/p/vive-547-mm-oval-vessel-bathroom-sink-no-overflow-28783in?skuId=28783IN-0
28783IN-0,28783IN-TKB,Teak Berry,TKB,Teak Berry,,,https://www.kohler.co.in/p/vive-547-mm-oval-vessel-bathroom-sink-no-overflow-28783in?skuId=28783IN-0
21060IN-0,21060IN-0,White,0,White,,,https://www.kohler.co.in/p/brazn-vessel-bathroom-sink-21060in?skuId=21060IN-0
21060IN-0,21060IN-HB1,Honed Black,,Honed Black,,,https://www.kohler.co.in/p/brazn-vessel-bathroom-sink-21060in?skuId=21060IN-0
31347IN-0,31347IN-0,White,0,White,,,https://www.kohler.co.in/p/sveda-663-mm-oval-vessel-bathroom-sink-31347in?skuId=31347IN-0
76600IN-0,76600IN-0,White,0,White,,,https://www.kohler.co.in/p/kankara-vessel-basin-with-1-tap-hole-76600in?skuId=76600IN-0
7799IN-FDL-0,7799IN-FDL-0,White,0,White,,,https://www.kohler.co.in/p/quila-vana-vessel-bathroom-sink-7799in-fdl?skuId=7799IN-FDL-0
20704-0,20704-0,White,0,White,,,https://www.kohler.co.in/p/veil-vessel-bathroom-sink-20704?skuId=20704-0
20703-0,20703-0,White,0,White,,,https://www.kohler.co.in/p/veil-tall-vessel-pedestal-bathroom-sink-basin-20703?skuId=20703-0
34251IN-0,34251IN-0,White,0,White,,,https://www.kohler.co.in/p/apt-550-mm-rectangular-vessel-bathroom-sink-no-overflow-34251in?skuId=34251IN-0
30506IN-1-0,30506IN-1-0,White,0,White,,,https://www.kohler.co.in/p/forefront-brink-600-mm-rectangle-vessel-bathroom-sink-with-deck-30506in-1?skuId=30506IN-1-0
C60,C60,,,,,,https://www.kohler.co.in/p/pack-of-2-span-round-washbasin-in-white-1?skuId=C60
