parent_product_code,sku,finish,finish_code,color,current_price,list_price,product_url
17663IN-0,17663IN-0,White,0,White,,,https://www.kohler.co.in/p/odeon-two-piece-toilet-tank-dual-flush-17663in?skuId=17663IN-0
1853IN-0,1853IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-compact-elongated-toilet-bowl-with-concealed-trapway-1853in?skuId=1853IN-0
1855IN-0,1855IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-2pc-tank-only-1855in?skuId=1855IN-0
1851IN-0,1851IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-p-trap-2-pc-bowl-only-1851in?skuId=1851IN-0
17661K-S-0,17661K-S-0,White,0,White,,,https://www.kohler.co.in/p/odeon-wall-hung-toilet-with-exposed-tank-with-quiet-close-seat-and-cover-17661k-s?skuId=17661K-S-0
