parent_product_code,sku,finish,finish_code,color,current_price,list_price,product_url
14031-BU-96,14031-BU-96,Biscuit,,Biscuit,,,https://www.kohler.co.in/p/marrakesh-vanity-top-with-single-faucet-hole-14031-bu?skuId=14031-BU-96
2749T-1-0,2749T-1-0,White,0,White,,,https://www.kohler.co.in/p/forefront-vanity-lavatory-with-single-faucet-hole-2749t-1?skuId=2749T-1-0
